Unternehmen,Monat,Produktion_Budget,Produktion_Kosten,Personal_Budget,Personal_Kosten,IT_Budget,IT_Kosten,Marketing_Budget,Marketing_Kosten,Logistik_Budget,Logistik_Kosten,Sonstiges_Budget,Sonstiges_Kosten,Budget_Gesamt,Ausgaben_Gesamt,Umsatz,Gewinn
Hyundai Motor Company,07-2020,22200000,21480400,12400000,11708800,7400000,7547400,6400000,6554200,5100000,4750900,4400000,4075100,57900000,56116800,78563520,22446720
Hyundai Motor Company,08-2020,22200000,20249300,12500000,11900700,7100000,7444000,6900000,6260100,4200000,4878000,3600000,4273900,56500000,55006000,77008400,22002400
Hyundai Motor Company,09-2020,21700000,21613900,11600000,11785700,7900000,7239900,6100000,6647700,3800000,4215700,3900000,4375600,55000000,55878500,78229900,22351400
Hyundai Motor Company,10-2020,22400000,19712800,10700000,11492800,7500000,6915500,5800000,6785200,3900000,4686200,4000000,4371000,54300000,53963500,75548900,21585400
Hyundai Motor Company,11-2020,22100000,21124600,12400000,11896800,7800000,7853800,6100000,6783300,3900000,4836500,4500000,4070600,56800000,56565600,79191840,22626240
Hyundai Motor Company,12-2020,22300000,21349900,12200000,11906700,7800000,7556100,6300000,6655800,5000000,4762100,4100000,4190000,57700000,56420600,78988840,22568240
Hyundai Motor Company,01-2021,21900000,19963300,10800000,11210400,7000000,7844500,7100000,6329900,4800000,4508000,4600000,4025700,56200000,53881800,75434520,21552720
Hyundai Motor Company,02-2021,21800000,19964300,11500000,10927500,7200000,7487900,6100000,6018000,4100000,4722000,3900000,4129600,54600000,53249300,74549020,21299720
Hyundai Motor Company,03-2021,22100000,20425200,12300000,11453600,6500000,7874800,6000000,5944600,4800000,4440500,4300000,3994600,56000000,54133300,75786620,21653320
Hyundai Motor Company,04-2021,22000000,20815900,11900000,11616800,7700000,6894000,5800000,6342400,4900000,4446100,3900000,3886300,56200000,54001500,75602100,21600600
Hyundai Motor Company,05-2021,21800000,21673800,11800000,10950800,6800000,7770900,5800000,6355700,5100000,4789500,4000000,4011200,55300000,55551900,77772660,22220760
Hyundai Motor Company,06-2021,21700000,21876600,11000000,11371000,8200000,7221200,6300000,6257800,3800000,4428200,4200000,3778900,55200000,54933700,76907180,21973480
Hyundai Motor Company,07-2021,21500000,21148900,11800000,11988600,7600000,7521500,5800000,5963900,4600000,4279200,4400000,4008800,55700000,54910900,76875260,21964360
Hyundai Motor Company,08-2021,22200000,21055300,12100000,11786600,7600000,6700700,5900000,6005000,4600000,4280100,4000000,4141200,56400000,53968900,75556460,21587560
Hyundai Motor Company,09-2021,22000000,19564900,11800000,11127800,7200000,6851900,7100000,6292600,5000000,4634900,4100000,3878500,57200000,52350600,73290840,20940240
Hyundai Motor Company,10-2021,21700000,20176700,11900000,11133700,8100000,7087900,5900000,6301900,4000000,4668100,4600000,4276100,56200000,53644400,75102160,21457760
Hyundai Motor Company,11-2021,22100000,21440000,11800000,11383500,6900000,7015100,6100000,6729800,4400000,4807800,4200000,4259500,55500000,55635700,77889980,22254280
Hyundai Motor Company,12-2021,21800000,19723400,12300000,11497100,6700000,7041800,7000000,6064800,4400000,4701400,4400000,3919700,56600000,52948200,74127480,21179280
Hyundai Motor Company,01-2022,21500000,19926900,10600000,11165600,7600000,7343300,5900000,5920500,4900000,4238500,4400000,3797200,54900000,52392000,73348800,20956800
Hyundai Motor Company,02-2022,21500000,20656600,12400000,11862000,8200000,6724600,6600000,6407100,5100000,4393000,3800000,4301000,57600000,54344300,76082020,21737720
Hyundai Motor Company,03-2022,21600000,19949500,11800000,11010900,7400000,7721200,6100000,6062900,4700000,4523200,3600000,4417900,55200000,53685600,75159840,21474240
Hyundai Motor Company,04-2022,21600000,20450600,12100000,11631300,7700000,7675900,6300000,6664500,4300000,4239500,4100000,3935700,56100000,54597500,76436500,21839000
Hyundai Motor Company,05-2022,22100000,19872400,10700000,11637100,6800000,7778200,6400000,6649100,3900000,4323400,4100000,4250100,54000000,54510300,76314420,21804120
Hyundai Motor Company,06-2022,21800000,20220600,11300000,10900100,7500000,7666400,6800000,6387100,4700000,4103000,4700000,4105200,56800000,53382400,74735360,21352960
Hyundai Motor Company,07-2022,22300000,21716700,12100000,11640300,7700000,7881800,7000000,6754400,4900000,4682400,4100000,3974600,58100000,56650200,79310280,22660080
Hyundai Motor Company,08-2022,22200000,21640100,11900000,10920000,7100000,7555700,6700000,6528400,3800000,4666300,4700000,4307500,56400000,55618000,77865200,22247200
Hyundai Motor Company,09-2022,22400000,21016500,12400000,11141200,6900000,7636000,6900000,6385900,4800000,4050600,4100000,4476800,57500000,54707000,76589800,21882800
Hyundai Motor Company,10-2022,22500000,21983500,10900000,11527900,6700000,7104700,7000000,6496900,4200000,4469500,4300000,3984500,55600000,55567000,77793800,22226800
Hyundai Motor Company,11-2022,21500000,19513300,10900000,11961200,6500000,7106800,6500000,6671900,4800000,4401100,4100000,4206600,54300000,53860900,75405260,21544360
Hyundai Motor Company,12-2022,21600000,20805100,11500000,11270600,7200000,7599500,6400000,5946700,4300000,4787000,4300000,3774200,55300000,54183100,75856340,21673240
Hyundai Motor Company,01-2023,21900000,21410700,12400000,11239000,7400000,7246700,6300000,6147100,5100000,4786900,4400000,3932900,57500000,54763300,76668620,21905320
Hyundai Motor Company,02-2023,22300000,20826800,11100000,11678500,7100000,7879000,6900000,5995500,3800000,4611400,4000000,4303000,55200000,55294200,77411880,22117680
Hyundai Motor Company,03-2023,22000000,19721100,12500000,11695700,8200000,6991800,6600000,6259500,4400000,4110900,3900000,3909900,57600000,52688900,73764460,21075560
Hyundai Motor Company,04-2023,21800000,21138700,10900000,10997400,7600000,7232100,6300000,6274000,3900000,4243800,4000000,4428300,54500000,54314300,76040020,21725720
Hyundai Motor Company,05-2023,21800000,20142200,11000000,11064600,7100000,7585600,6200000,6250500,4600000,4257400,3900000,3738200,54600000,53038500,74253900,21215400
Hyundai Motor Company,06-2023,21800000,21915400,10600000,11631900,7300000,7428700,6100000,6047100,4500000,4665000,4500000,3989000,54800000,55677100,77947940,22270840
Hyundai Motor Company,07-2023,22200000,21600100,12500000,11052600,6500000,7832400,5800000,6732600,5100000,4656300,4300000,4023700,56400000,55897700,78256780,22359080
Hyundai Motor Company,08-2023,22100000,20342300,12200000,11742400,7400000,6999900,5800000,6259100,4500000,4128300,4600000,4246900,56600000,53718900,75206460,21487560
Hyundai Motor Company,09-2023,21900000,21859300,12100000,11540800,7300000,7760800,5900000,6733500,4000000,4773800,3500000,4096300,54700000,56764500,79470300,22705800
Hyundai Motor Company,10-2023,21600000,21862900,12500000,11061800,6900000,7029000,6700000,6241900,4800000,4419100,3700000,3991500,56200000,54606200,76448680,21842480
Hyundai Motor Company,11-2023,22100000,19967700,12000000,11300700,7900000,7478600,6300000,6617800,4400000,4751600,3600000,3921600,56300000,54038000,75653200,21615200
Hyundai Motor Company,12-2023,21500000,21696900,11500000,11459500,7200000,7735600,6700000,6575800,5000000,4546300,4700000,4242700,56600000,56256800,78759520,22502720
Hyundai Motor Company,01-2024,22400000,21146600,12300000,11789100,8100000,6841600,6100000,6054200,4000000,4663100,4700000,3951500,57600000,54446100,76224540,21778440
Hyundai Motor Company,02-2024,21700000,20717100,11700000,11400600,7100000,7013200,6100000,6415800,4900000,4364000,4700000,4361700,56200000,54272400,75981360,21708960
Hyundai Motor Company,03-2024,22500000,21221500,11100000,11627300,8100000,7172200,6800000,6235300,4600000,4384400,4000000,4017400,57100000,54658100,76521340,21863240
Hyundai Motor Company,04-2024,21900000,20419800,11500000,11504400,7200000,7678000,6400000,6018900,4300000,4496000,4600000,3910400,55900000,54027500,75638500,21611000
Hyundai Motor Company,05-2024,21900000,20782300,11300000,11197400,6500000,7147300,6100000,5991700,4700000,4086300,4400000,4059300,54900000,53264300,74570020,21305720
Hyundai Motor Company,06-2024,22100000,20269800,12500000,11597600,7600000,6715500,6600000,6532900,4400000,4558700,3800000,4483000,57000000,54157500,75820500,21663000
Hyundai Motor Company,07-2024,21700000,19782800,12400000,11886600,6600000,7760200,5900000,6072900,4200000,4751500,4700000,4348700,55500000,54602700,76443780,21841080
Hyundai Motor Company,08-2024,21600000,20854000,12400000,11699600,8100000,7145600,6700000,5942300,4700000,4339400,3900000,3901300,57400000,53882200,75435080,21552880
Hyundai Motor Company,09-2024,22100000,19667500,10700000,11632800,6700000,6964100,6900000,6122500,4900000,4868100,3500000,4205900,54800000,53460900,74845260,21384360
Hyundai Motor Company,10-2024,22200000,21358300,10800000,11050000,8200000,7680100,6700000,5926500,4100000,4212400,3600000,4011700,55600000,54239000,75934600,21695600
Hyundai Motor Company,11-2024,22400000,20908800,10600000,11998000,7700000,6782900,5800000,6505000,3800000,4506000,3900000,4219100,54200000,54919800,76887720,21967920
Hyundai Motor Company,12-2024,21800000,20976600,11200000,11593400,6700000,7396700,6500000,6099800,4600000,4721800,3600000,4240400,54400000,55028700,77040180,22011480
Tesla Inc.,01-2015,22200000,21670600,10700000,11923600,7600000,7132100,6100000,6708300,4700000,4307300,3800000,4331400,55100000,56073300,78502620,22429320
Tesla Inc.,02-2015,22500000,21788900,11700000,11740000,8000000,7393900,6000000,6704800,5100000,4529300,3900000,4473700,57200000,56630600,79282840,22652240
Tesla Inc.,03-2015,21700000,21249600,12500000,11383100,6500000,7090600,6700000,6217800,4600000,4032600,3500000,3803800,55500000,53777500,75288500,21511000
Tesla Inc.,04-2015,21800000,20106600,11600000,10909400,6900000,7218200,6700000,6607000,4500000,4570700,3700000,3923200,55200000,53335100,74669140,21334040
Tesla Inc.,05-2015,22200000,21449500,12500000,11765800,6600000,7557300,5900000,6783200,4400000,4285700,4500000,4207700,56100000,56049200,78468880,22419680
Tesla Inc.,06-2015,22500000,19906100,11200000,11801000,7600000,7005300,6100000,6597700,4800000,4197700,3800000,3932800,56000000,53440600,74816840,21376240
Tesla Inc.,07-2015,22400000,21635200,10600000,11930000,7100000,7650300,6400000,6064900,4500000,4643400,3700000,4207700,54700000,56131500,78584100,22452600
Tesla Inc.,08-2015,22300000,20069000,12300000,11260900,7600000,7554500,7000000,6222400,4800000,4843700,4700000,4461100,58700000,54411600,76176240,21764640
Tesla Inc.,09-2015,22500000,19954000,10900000,11585100,7000000,7817100,5900000,6353600,5100000,4406100,4100000,3780600,55500000,53896500,75455100,21558600
Tesla Inc.,10-2015,22000000,19599000,12100000,11420100,6800000,7078500,6000000,6541900,5100000,4307800,4400000,3809000,56400000,52756300,73858820,21102520
Tesla Inc.,11-2015,21500000,20744700,11600000,11771700,7300000,7089200,6200000,6036400,3900000,4074100,4400000,4057600,54900000,53773700,75283180,21509480
Tesla Inc.,12-2015,21800000,20080200,10600000,11825800,7600000,6979900,6600000,6408400,4300000,4666400,3600000,3936300,54500000,53897000,75455800,21558800
Tesla Inc.,01-2016,21900000,20558600,11400000,11679600,8000000,7848900,7000000,6178800,3900000,4353200,4200000,4381900,56400000,55001000,77001400,22000400
Tesla Inc.,02-2016,21800000,20705000,11400000,11094900,6800000,7080800,6100000,5984700,4700000,4367000,3800000,3752000,54600000,52984400,74178160,21193760
Tesla Inc.,03-2016,21700000,20625100,11500000,11730100,6600000,7568900,5900000,6467400,4200000,4412100,4300000,3822200,54200000,54625800,76476120,21850320
Tesla Inc.,04-2016,22500000,19893100,12100000,11353900,7700000,7177900,7000000,6372300,5100000,4391500,3600000,4380400,58000000,53569100,74996740,21427640
Tesla Inc.,05-2016,21800000,20069300,12100000,11272500,7100000,7887400,6700000,6474700,4800000,4754600,3800000,4456100,56300000,54914600,76880440,21965840
Tesla Inc.,06-2016,21500000,21196600,12500000,11341700,7200000,7558900,6800000,6033800,4000000,4140700,4300000,3745500,56300000,54017200,75624080,21606880
Tesla Inc.,07-2016,21900000,20688700,11100000,11509100,7400000,6799300,5900000,6130800,4400000,4684700,3600000,3940700,54300000,53753300,75254620,21501320
Tesla Inc.,08-2016,21900000,20276900,11800000,11600400,7000000,7199300,5800000,6139500,4900000,4413500,4200000,3807100,55600000,53436700,74811380,21374680
Tesla Inc.,09-2016,21600000,21464600,11100000,11336600,7000000,7161200,6700000,5967300,4000000,4086100,4000000,3707800,54400000,53723600,75213040,21489440
Tesla Inc.,10-2016,22500000,21665100,11300000,11463700,7200000,6940600,7000000,6221100,4000000,4229800,3500000,4262900,55500000,54783200,76696480,21913280
Tesla Inc.,11-2016,21800000,21014000,11600000,11936700,6700000,6762600,6000000,5925900,5000000,4761500,3900000,4215200,55000000,54615900,76462260,21846360
Tesla Inc.,12-2016,22400000,21749400,11000000,11046500,7800000,6957400,6400000,6238000,4500000,4686100,3700000,4173200,55800000,54850600,76790840,21940240
Tesla Inc.,01-2017,21700000,21430500,12200000,11639400,7600000,7509500,7000000,6020100,5000000,4498300,4000000,4460400,57500000,55558200,77781480,22223280
Tesla Inc.,02-2017,22200000,20101400,12400000,11216100,7700000,7523600,7000000,6432500,4300000,4739700,3900000,4039400,57500000,54052700,75673780,21621080
Tesla Inc.,03-2017,22500000,19952100,11800000,10917300,8200000,7549100,7000000,6305800,4200000,4346300,4600000,4396000,58300000,53466600,74853240,21386640
Tesla Inc.,04-2017,22500000,20694300,12300000,11306600,7900000,7424300,6300000,6327400,4300000,4763700,4600000,4092700,57900000,54609000,76452600,21843600
Tesla Inc.,05-2017,22400000,19769600,11500000,11531900,7000000,6895900,5800000,6267700,4900000,4589200,3700000,3897800,55300000,52952100,74132940,21180840
Tesla Inc.,06-2017,22000000,20849600,12100000,11766900,7500000,6978300,6700000,6263700,4300000,4399100,4500000,4466400,57100000,54724000,76613600,21889600
Tesla Inc.,07-2017,22400000,21711900,12500000,11030100,7000000,7688800,6800000,6025800,4100000,4848800,4000000,3993400,56800000,55298800,77418320,22119520
Tesla Inc.,08-2017,22000000,21962800,10800000,11454700,7700000,7349600,6100000,6274400,4000000,4159900,4700000,4459700,55300000,55661100,77925540,22264440
Tesla Inc.,09-2017,21600000,20705400,11800000,11961200,7700000,7775800,5800000,6783100,4700000,4319800,4400000,4012500,56000000,55557800,77780920,22223120
Tesla Inc.,10-2017,21900000,21055500,10700000,11053100,7100000,7597900,6800000,6438100,5100000,4523800,4300000,4259300,55900000,54927700,76898780,21971080
Tesla Inc.,11-2017,21600000,20933500,12100000,11727200,8100000,7296800,7000000,6396900,5100000,4227500,4300000,4413000,58200000,54994900,76992860,21997960
Tesla Inc.,12-2017,22000000,20262400,12000000,11170300,8100000,7008500,6600000,6526900,5100000,4414700,4300000,4050100,58100000,53432900,74806060,21373160
Tesla Inc.,01-2018,22100000,21932500,11800000,11807600,7700000,7088400,6700000,6631400,5000000,4215700,4400000,4204300,57700000,55879900,78231860,22351960
Tesla Inc.,02-2018,21600000,20553300,11200000,11653600,7000000,6729500,5800000,6172100,4200000,4617100,4100000,4486400,53900000,54212000,75896800,21684800
Tesla Inc.,03-2018,22100000,21872400,12400000,10950100,6900000,7318900,6700000,6144900,4100000,4039900,4700000,4232100,56900000,54558300,76381620,21823320
Tesla Inc.,04-2018,22300000,19509400,12400000,11925600,7600000,7075200,6100000,5944900,4400000,4559500,4300000,3959800,57100000,52974400,74164160,21189760
Tesla Inc.,05-2018,21800000,19753700,10500000,11898200,7300000,6832000,6900000,6680200,4600000,4811100,4200000,3967900,55300000,53943100,75520340,21577240
Tesla Inc.,06-2018,22000000,21705400,11100000,11594500,7200000,7120800,6900000,6421800,4500000,4834400,3800000,4222900,55500000,55899800,78259720,22359920
Tesla Inc.,07-2018,22300000,20199800,12300000,11143900,7300000,7512600,6900000,5918000,4200000,4475500,4300000,4404300,57300000,53654100,75115740,21461640
Tesla Inc.,08-2018,22200000,20893700,11000000,11180900,6700000,7638100,6400000,6196400,4900000,4689200,3500000,4093100,54700000,54691400,76567960,21876560
Tesla Inc.,09-2018,21500000,19638900,11500000,11734800,8000000,7403400,5800000,6140800,4900000,4710600,4300000,3840400,56000000,53468900,74856460,21387560
Tesla Inc.,10-2018,21500000,21513600,11300000,11150100,7900000,7393100,6500000,6162900,3800000,4609500,3500000,4439800,54500000,55269000,77376600,22107600
Tesla Inc.,11-2018,22300000,21421800,11900000,11148600,8200000,7524600,6600000,6206100,4900000,4514600,4100000,3723400,58000000,54539100,76354740,21815640
Tesla Inc.,12-2018,21800000,21962400,12500000,11862900,7200000,6762800,6600000,6006600,4700000,4119400,4500000,4382000,57300000,55096100,77134540,22038440
Tesla Inc.,01-2019,22300000,20459300,11200000,10917300,6900000,6717100,6200000,6668100,3900000,4447300,4400000,3725600,54900000,52934700,74108580,21173880
Tesla Inc.,02-2019,21900000,21658700,12100000,11288400,7200000,7732200,6000000,6609600,3800000,4628200,3500000,4100500,54500000,56017600,78424640,22407040
Tesla Inc.,03-2019,21900000,20874000,12500000,11915200,8100000,7397500,6100000,5975400,4200000,4464300,4700000,4074200,57500000,54700600,76580840,21880240
Tesla Inc.,04-2019,22400000,21918000,10700000,11411000,8200000,7482600,5800000,6788100,4000000,4464000,4200000,4378800,55300000,56442500,79019500,22577000
Tesla Inc.,05-2019,21700000,21960900,11500000,11589700,6500000,7043400,5800000,6194500,4100000,4605000,4300000,3722400,53900000,55115900,77162260,22046360
Tesla Inc.,06-2019,22500000,19876700,10900000,11987300,7400000,6849200,6400000,6653500,4000000,4854600,3600000,3820500,54800000,54041800,75658520,21616720
Tesla Inc.,07-2019,22400000,20929700,10800000,11746900,7400000,7853200,6700000,6737500,4200000,4279200,3600000,3795300,55100000,55341800,77478520,22136720
Tesla Inc.,08-2019,22500000,21444300,11500000,11517600,8000000,7209000,6500000,6225600,4000000,4743300,4100000,4226900,56600000,55366700,77513380,22146680
Tesla Inc.,09-2019,21700000,20040300,12200000,11205300,7600000,7784400,7000000,6250000,3900000,4683800,4400000,3979700,56800000,53943500,75520900,21577400
Tesla Inc.,10-2019,21600000,20862800,12400000,11941800,6900000,7852700,6000000,6254100,4100000,4898000,3600000,3884600,54600000,55694000,77971600,22277600
Tesla Inc.,11-2019,22100000,20339100,10900000,11214700,8100000,7283200,6400000,6267800,5000000,4498500,3800000,4389300,56300000,53992600,75589640,21597040
Tesla Inc.,12-2019,21600000,19797400,12300000,11300400,7100000,6874600,6800000,6123400,4500000,4426600,3700000,3742100,56000000,52264500,73170300,20905800
Tesla Inc.,01-2020,22400000,21414200,12400000,11487900,6600000,7279900,5800000,6722000,3900000,4363900,4000000,4092800,55100000,55360700,77504980,22144280
Tesla Inc.,02-2020,21800000,19708500,10900000,11156900,6800000,7163600,6500000,6439600,4400000,4778100,3600000,4400900,54000000,53647600,75106640,21459040
Tesla Inc.,03-2020,21800000,21275300,10800000,11674100,7700000,7303100,6100000,6573100,3900000,4500000,3700000,4245400,54000000,55571000,77799400,22228400
Tesla Inc.,04-2020,22100000,20243600,10600000,11204500,7000000,6955000,6800000,6394900,4300000,4624400,4000000,4343000,54800000,53765400,75271560,21506160
Tesla Inc.,05-2020,22300000,19703000,12100000,11354400,8100000,7869400,6800000,6209800,4600000,4508700,3900000,3800900,57800000,53446200,74824680,21378480
Tesla Inc.,06-2020,21800000,21037700,11700000,11873900,7200000,6808600,6800000,6458500,4900000,4347600,3900000,3847400,56300000,54373700,76123180,21749480
Tesla Inc.,07-2020,21800000,20819600,10900000,11812800,7400000,6705000,6100000,6632400,4400000,4090200,3600000,4149000,54200000,54209000,75892600,21683600
Tesla Inc.,08-2020,22400000,20483400,11400000,11536100,7100000,7034400,5800000,6720000,4200000,4120100,3800000,3826100,54700000,53720100,75208140,21488040
Tesla Inc.,09-2020,22500000,20484500,10700000,10926500,8200000,7682900,6300000,6082900,4800000,4220000,3600000,4243400,56100000,53640200,75096280,21456080
Tesla Inc.,10-2020,22300000,20629700,12000000,11730900,6900000,7858800,6600000,6164800,4000000,4560000,4700000,4084600,56500000,55028800,77040320,22011520
Tesla Inc.,11-2020,22000000,21511400,10500000,10976000,7600000,7689200,6300000,5951300,4700000,4598600,4600000,3732900,55700000,54459400,76243160,21783760
Tesla Inc.,12-2020,22400000,19780800,11200000,10969900,6900000,7889200,7100000,6545400,4600000,4458400,4700000,4488800,56900000,54132500,75785500,21653000
Tesla Inc.,01-2021,21500000,20167900,12400000,11566000,7600000,7779400,6000000,6588700,4200000,4352700,4200000,3924800,55900000,54379500,76131300,21751800
Tesla Inc.,02-2021,22200000,20594400,11000000,11958100,7300000,7065100,5800000,6162700,4900000,4870800,4600000,4155000,55800000,54806100,76728540,21922440
Tesla Inc.,03-2021,21600000,20010800,11500000,11117700,8100000,7107100,6700000,6784100,4000000,4602000,3500000,4281700,55400000,53903400,75464760,21561360
Tesla Inc.,04-2021,22300000,19847800,11200000,11107600,7500000,7424000,6200000,6702000,3900000,4226800,3700000,4329900,54800000,53638100,75093340,21455240
Tesla Inc.,05-2021,21600000,21176300,11800000,11885000,6500000,7491500,6300000,5922800,4000000,4729900,4300000,3837000,54500000,55042500,77059500,22017000
Tesla Inc.,06-2021,21600000,19500700,11800000,10910000,6700000,7221500,5800000,6423900,4300000,4546700,3900000,3706400,54100000,52309200,73232880,20923680
Tesla Inc.,07-2021,22500000,21651400,11100000,11485800,8000000,7086600,5800000,6152700,4200000,4565100,4300000,4470000,55900000,55411600,77576240,22164640
Tesla Inc.,08-2021,21700000,21270800,10600000,11946900,6700000,7459000,5800000,6724100,4500000,4470900,3800000,3888500,53100000,55760200,78064280,22304080
Tesla Inc.,09-2021,22300000,21449900,12100000,11674200,6900000,6762500,6800000,6623100,5000000,4473200,4400000,4070500,57500000,55053400,77074760,22021360
Tesla Inc.,10-2021,21500000,21746900,11800000,10984500,6700000,7261400,7000000,6056700,3800000,4259100,4700000,3701500,55500000,54010100,75614140,21604040
Tesla Inc.,11-2021,22200000,21299800,10800000,11254100,6600000,6798200,6600000,6550400,4600000,4856200,3900000,3944800,54700000,54703500,76584900,21881400
Tesla Inc.,12-2021,21700000,19733200,11000000,11815200,6900000,7385800,6700000,5975500,4400000,4363200,4400000,4154100,55100000,53427000,74797800,21370800
Tesla Inc.,01-2022,21700000,20303200,11100000,11486100,6500000,7624800,6200000,6656300,4900000,4306500,4000000,4056600,54400000,54433500,76206900,21773400
Tesla Inc.,02-2022,21800000,20170700,12100000,10929500,7200000,6701000,5800000,6416200,4400000,4163900,3900000,4412900,55200000,52794200,73911880,21117680
Tesla Inc.,03-2022,22000000,20124800,10900000,11019200,7600000,7366500,6700000,6783700,3900000,4625900,3500000,4346200,54600000,54266300,75972820,21706520
Tesla Inc.,04-2022,22400000,19942900,10900000,10968500,7700000,7412100,5800000,6781600,4500000,4751200,4500000,4398600,55800000,54254900,75956860,21701960
Tesla Inc.,05-2022,21900000,21477800,11800000,11308000,6700000,6791300,6400000,6452500,4600000,4497500,4200000,4023400,55600000,54550500,76370700,21820200
Tesla Inc.,06-2022,22300000,21001400,10900000,11117100,7400000,6981700,6400000,6303400,4100000,4046500,4500000,4425000,55600000,53875100,75425140,21550040
Tesla Inc.,07-2022,21600000,20689100,10700000,11606700,8100000,7127300,7000000,6043000,4000000,4700600,4000000,3985700,55400000,54152400,75813360,21660960
Tesla Inc.,08-2022,21600000,21094600,11700000,11890000,6600000,6806200,6500000,6559200,4300000,4877100,4500000,4312600,55200000,55539700,77755580,22215880
Tesla Inc.,09-2022,22200000,21160100,12400000,11028900,7000000,7697700,6600000,5931600,4200000,4733800,3800000,3927300,56200000,54479400,76271160,21791760
Tesla Inc.,10-2022,21900000,20413700,12100000,11562900,7400000,7835300,6700000,6541800,4000000,4084300,4700000,3763800,56800000,54201800,75882520,21680720
Tesla Inc.,11-2022,22300000,20599900,11500000,11244100,7200000,7563000,6800000,5924700,4100000,4879800,4500000,3964400,56400000,54175900,75846260,21670360
Tesla Inc.,12-2022,22100000,19995100,12300000,11885400,6900000,6780300,6900000,6251000,4400000,4676500,4000000,4377800,56600000,53966100,75552540,21586440
Tesla Inc.,01-2023,22000000,21362400,12300000,11359000,7000000,6799100,5900000,6776900,5100000,4308200,4500000,4281200,56800000,54886800,76841520,21954720
Tesla Inc.,02-2023,22100000,19921100,12200000,11207000,7000000,7329900,6500000,6214200,4100000,4772800,4500000,4251600,56400000,53696600,75175240,21478640
Tesla Inc.,03-2023,21700000,21136700,12300000,11154700,8000000,6814400,7100000,6781200,4100000,4887100,3900000,4285500,57100000,55059600,77083440,22023840
Tesla Inc.,04-2023,21900000,20857300,10600000,11470100,6800000,7258200,6600000,6623200,4600000,4282700,3800000,3946000,54300000,54437500,76212500,21775000
Tesla Inc.,05-2023,21800000,21250400,11100000,11650400,6900000,7343900,6700000,6194500,5000000,4623000,4100000,3994300,55600000,55056500,77079100,22022600
Tesla Inc.,06-2023,22000000,20531700,10700000,11070900,7400000,7645800,6700000,5978600,4800000,4071100,4100000,4185800,55700000,53483900,74877460,21393560
Tesla Inc.,07-2023,21900000,20460400,12500000,11594400,6700000,7289700,6900000,6460800,4800000,4805100,3700000,4003200,56500000,54613600,76459040,21845440
Tesla Inc.,08-2023,21800000,21202200,11500000,11283400,7000000,7601500,6800000,6064500,5100000,4323500,4000000,3958400,56200000,54433500,76206900,21773400
Tesla Inc.,09-2023,22000000,20184700,11000000,11512100,7000000,6845100,6600000,6501800,3900000,4635300,4000000,4459100,54500000,54138100,75793340,21655240
Tesla Inc.,10-2023,22100000,21272500,11800000,11270300,6500000,7681300,6300000,6266900,4300000,4881900,3500000,3838800,54500000,55211700,77296380,22084680
Tesla Inc.,11-2023,21800000,21597500,11300000,11088600,6800000,7276200,6900000,6700900,4000000,4047100,4000000,4296100,54800000,55006400,77008960,22002560
Tesla Inc.,12-2023,21800000,20985900,10600000,11675200,7600000,7061900,6400000,5976700,5100000,4206000,4200000,4451500,55700000,54357200,76100080,21742880
Tesla Inc.,01-2024,21700000,21097400,12400000,11913400,6900000,7352800,6800000,6420100,4100000,4764700,3700000,3959400,55600000,55507800,77710920,22203120
Tesla Inc.,02-2024,22500000,20812800,10500000,11201700,8000000,6926300,6800000,6363800,4200000,4621000,4600000,4401900,56600000,54327500,76058500,21731000
Tesla Inc.,03-2024,22500000,19970200,11000000,11510400,7700000,7201800,5900000,6344100,3900000,4589000,3900000,3728200,54900000,53343700,74681180,21337480
Tesla Inc.,04-2024,22100000,21505600,11000000,11227100,8200000,7458600,6000000,6768500,3900000,4357600,3800000,4164800,55000000,55482200,77675080,22192880
Tesla Inc.,05-2024,22000000,20090600,10800000,11566700,7800000,6929400,6800000,6275900,4000000,4345800,4200000,4042400,55600000,53250800,74551120,21300320
Tesla Inc.,06-2024,21900000,19800500,12000000,11400500,8100000,7464100,6500000,5989600,4500000,4505300,4600000,4491800,57600000,53651800,75112520,21460720
Tesla Inc.,07-2024,21900000,21376900,11300000,11769600,6500000,7518800,6300000,6219200,4400000,4423700,4600000,3943500,55000000,55251700,77352380,22100680
Tesla Inc.,08-2024,22000000,19876200,12200000,11126700,7500000,7648500,5900000,6766100,4100000,4241100,4500000,4151900,56200000,53810500,75334700,21524200
Tesla Inc.,09-2024,22300000,20368800,11700000,11401900,7700000,7122900,6400000,6710500,3900000,4893900,4400000,3821000,56400000,54319000,76046600,21727600
Tesla Inc.,10-2024,22000000,21201800,10700000,10974300,7700000,6868900,5900000,6415200,5000000,4257500,3500000,3815000,54800000,53532700,74945780,21413080
Tesla Inc.,11-2024,22100000,19874500,11400000,11546600,8000000,7399600,7100000,6166600,4100000,4401900,4200000,3883500,56900000,53272700,74581780,21309080
Tesla Inc.,12-2024,22200000,20875100,11400000,11486100,6600000,7445200,6000000,6631500,3800000,4805600,4000000,4207400,54000000,55450900,77631260,22180360
Stellantis N.V.,01-2015,22100000,19703900,11300000,11125200,8100000,6729800,6200000,6005000,3900000,4143600,4000000,4100100,55600000,51807600,72530640,20723040
Stellantis N.V.,02-2015,21500000,21573900,12200000,11831000,8200000,6919600,6600000,6296400,4800000,4825000,3900000,3985400,57200000,55431300,77603820,22172520
